,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
1016,Vietnam,VNM,VND,60000.0,21810.0,2566.854,54415204.831,2015-07-01
1017,South Africa,ZAF,ZAR,26.0,12.41455,6984.926,75748.03,2015-07-01
1018,UAE,ARE,AED,13.0,3.6731,41422.602,152124.506,2016-01-01
1019,Argentina,ARG,ARS,33.0,13.80925,14895.316,138053.315,2016-01-01
1020,Australia,AUS,AUD,5.3,1.415728746,51412.25,68311.721,2016-01-01
1021,Austria,AUT,EUR,3.5,0.930232558,44267.809,39894.379,2016-01-01
1022,Belgium,BEL,EUR,3.95,0.930232558,41147.261,37082.125,2016-01-01
1023,Brazil,BRA,BRL,13.5,4.0248,8846.476,29466.802,2016-01-01
1024,Canada,CAN,CAD,5.84,1.4092,43626.47,55788.928,2016-01-01
1025,Switzerland,CHE,CHF,6.5,1.0088,84236.087,81067.237,2016-01-01
1026,Chile,CHL,CLP,2100.0,715.215,13494.489,8826396.329,2016-01-01
1027,China,CHN,CNY,17.6,6.5582,8034.287,50033.522,2016-01-01
1028,Colombia,COL,COP,7900.0,3253.9,6337.022,17374719.787,2016-01-01
1029,Costa Rica,CRI,CRC,2150.0,535.25,11635.197,6219817.693,2016-01-01
1030,Czech Republic,CZE,CZK,75.0,25.1442,17842.868,438912.251,2016-01-01
1031,Germany,DEU,EUR,3.59,0.930232558,41107.222,37046.042,2016-01-01
1032,Denmark,DNK,DKK,30.0,6.9405,53478.495,359798.329,2016-01-01
1033,Egypt,EGY,EGP,16.93,7.83005,3933.927,28951.685,2016-01-01
1034,Spain,ESP,EUR,3.5,0.930232558,25776.217,23229.66,2016-01-01
1035,Estonia,EST,EUR,3.0,0.930232558,17403.806,15684.4,2016-01-01
1036,Euro area,EUZ,EUR,3.72,0.930232558,34710.4217263223,31281.2073614088,2016-01-01
1037,Finland,FIN,EUR,4.1,0.930232558,42867.09,38632.044,2016-01-01
1038,France,FRA,EUR,4.1,0.930232558,37937.861,34189.797,2016-01-01
1039,Britain,GBR,GBP,2.89,0.684532977,45085.336,29503.886,2016-01-01
1040,Greece,GRC,EUR,3.35,0.930232558,18023.869,16243.204,2016-01-01
1041,Hong Kong,HKG,HKD,19.2,7.75235,42325.352,328095.544,2016-01-01
1042,Hungary,HUN,HUF,900.0,292.67905,12700.301,3547606.838,2016-01-01
1043,Indonesia,IDN,IDR,30500.0,13947.5,3367.691,45097333.637,2016-01-01
1044,India,IND,INR,127.0,66.8025,1590.174,104106.272,2016-01-01
1045,Ireland,IRL,EUR,3.95,0.930232558,61902.659,55786.997,2016-01-01
1046,Israel,ISR,ILS,16.9,3.94105,36221.118,140785.45,2016-01-01
1047,Italy,ITA,EUR,4.0,0.930232558,30463.696,27454.04,2016-01-01
1048,Japan,JPN,JPY,370.0,118.645,35005.662,4237226.28,2016-01-01
1049,South Korea,KOR,KRW,4300.0,1197.75,28737.439,32500678.674,2016-01-01
1050,Sri Lanka,LKA,LKR,350.0,144.05,4057.742,551596.9,2016-01-01
1051,Mexico,MEX,MXN,49.0,17.43675,9657.118,153048.588,2016-01-01
1052,Malaysia,MYS,MYR,8.0,4.3925,9663.283,37739.281,2016-01-01
1053,Netherlands,NLD,EUR,3.45,0.930232558,45302.804,40827.122,2016-01-01
1054,Norway,NOR,NOK,46.8,8.97465,74870.423,603767.569,2016-01-01
1055,New Zealand,NZL,NZD,5.9,1.508068165,38200.039,54550.283,2016-01-01
1056,Pakistan,PAK,PKR,300.0,104.885,1550.547,157292.469,2016-01-01
1057,Peru,PER,PEN,10.0,3.418,6164.215,19633.796,2016-01-01
1058,Philippines,PHL,PHP,131.0,47.0225,3039.234,138293.752,2016-01-01
1059,Poland,POL,PLN,9.6,4.0477,12545.188,47321.183,2016-01-01
1060,Portugal,PRT,EUR,3.0,0.930232558,19252.015,17350.016,2016-01-01
1061,Russia,RUS,RUB,114.0,74.655,9257.935,566975.332,2016-01-01
1062,Saudi Arabia,SAU,SAR,12.0,3.7543,21672.672,81272.521,2016-01-01
1063,Singapore,SGP,SGD,4.7,1.43725,55645.607,76502.971,2016-01-01
1064,Sweden,SWE,SEK,45.0,8.60185,51274.278,432490.371,2016-01-01
1065,Thailand,THA,THB,112.0,36.22,5837.807,200008.385,2016-01-01
1066,Turkey,TUR,TRY,10.25,3.0096,10973.586,29856.636,2016-01-01
1067,Taiwan,TWN,TWD,69.0,33.2315,22752.991,725992.946,2016-01-01
1068,Ukraine,UKR,UAH,36.0,23.35,2134.773,46689.41,2016-01-01
1069,Uruguay,URY,UYU,113.0,30.185,16720.59,456164.161,2016-01-01
1070,United States,USA,USD,4.29,1.0,56729.681,56729.681,2016-01-01
1071,Venezuela,VEN,VEF,132.0,198.6986,4096.971,,2016-01-01
1072,Vietnam,VNM,VND,60000.0,22467.5,2581.907,56603826.597,2016-01-01
1073,South Africa,ZAF,ZAR,28.0,15.81375,6256.667,79787.626,2016-01-01
1074,UAE,ARE,AED,13.0,3.6731,41422.602,152124.506,2016-07-01
1075,Argentina,ARG,ARS,50.0,14.935,14895.316,138053.315,2016-07-01
1076,Australia,AUS,AUD,5.75,1.335737661,51412.25,68311.721,2016-07-01
1077,Austria,AUT,EUR,3.6,0.908306463,44267.809,39894.379,2016-07-01
1078,Belgium,BEL,EUR,3.95,0.908306463,41147.261,37082.125,2016-07-01
1079,Brazil,BRA,BRL,15.5,3.24145,8846.476,29466.802,2016-07-01
1080,Canada,CAN,CAD,6.0,1.303,43626.47,55788.928,2016-07-01
1081,Switzerland,CHE,CHF,6.5,0.9861,84236.087,81067.237,2016-07-01
1082,Chile,CHL,CLP,2300.0,651.12,13494.489,8826396.329,2016-07-01
1083,China,CHN,CNY,18.6,6.678,8034.287,50033.522,2016-07-01
1084,Colombia,COL,COP,8900.0,2929.0,6337.022,17374719.787,2016-07-01
1085,Costa Rica,CRI,CRC,2250.0,546.39,11635.197,6219817.693,2016-07-01
1086,Czech Republic,CZE,CZK,75.0,24.54655,17842.868,438912.251,2016-07-01
1087,Germany,DEU,EUR,3.79,0.908306463,41107.222,37046.042,2016-07-01
1088,Denmark,DNK,DKK,30.0,6.75715,53478.495,359798.329,2016-07-01
1089,Egypt,EGY,EGP,23.0,8.87995,3933.927,28951.685,2016-07-01
1090,Spain,ESP,EUR,3.5,0.908306463,25776.217,23229.66,2016-07-01
1091,Estonia,EST,EUR,3.1,0.908306463,17403.806,15684.4,2016-07-01
1092,Euro area,EUZ,EUR,3.82,0.908306463,34710.4217263223,31281.2073614088,2016-07-01
1093,Finland,FIN,EUR,4.6,0.908306463,42867.09,38632.044,2016-07-01
1094,France,FRA,EUR,4.1,0.908306463,37937.861,34189.797,2016-07-01
1095,Britain,GBR,GBP,2.99,0.758840492,45085.336,29503.886,2016-07-01
1096,Greece,GRC,EUR,3.35,0.908306463,18023.869,16243.204,2016-07-01
1097,Hong Kong,HKG,HKD,19.2,7.7554,42325.352,328095.544,2016-07-01
1098,Hungary,HUN,HUF,900.0,285.6397,12700.301,3547606.838,2016-07-01
1099,Indonesia,IDN,IDR,31000.0,13112.5,3367.691,45097333.637,2016-07-01
1100,India,IND,INR,162.0,67.2,1590.174,104106.272,2016-07-01
1101,Ireland,IRL,EUR,4.0,0.908306463,61902.659,55786.997,2016-07-01
1102,Israel,ISR,ILS,16.9,3.85875,36221.118,140785.45,2016-07-01
1103,Italy,ITA,EUR,4.2,0.908306463,30463.696,27454.04,2016-07-01
1104,Japan,JPN,JPY,370.0,106.725,35005.662,4237226.28,2016-07-01
1105,South Korea,KOR,KRW,4400.0,1140.95,28737.439,32500678.674,2016-07-01
1106,Sri Lanka,LKA,LKR,530.0,146.2,4057.742,551596.9,2016-07-01
1107,Mexico,MEX,MXN,44.0,18.535,9657.118,153048.588,2016-07-01
1108,Malaysia,MYS,MYR,8.0,4.027,9663.283,37739.281,2016-07-01
1109,Netherlands,NLD,EUR,3.45,0.908306463,45302.804,40827.122,2016-07-01
1110,Norway,NOR,NOK,46.8,8.49355,74870.423,603767.569,2016-07-01
1111,New Zealand,NZL,NZD,6.0,1.421363087,38200.039,54550.283,2016-07-01
1112,Pakistan,PAK,PKR,375.0,104.82,1550.547,157292.469,2016-07-01
1113,Peru,PER,PEN,10.0,3.30585,6164.215,19633.796,2016-07-01
1114,Philippines,PHL,PHP,133.0,47.115,3039.234,138293.752,2016-07-01
1115,Poland,POL,PLN,9.6,3.96565,12545.188,47321.183,2016-07-01
1116,Portugal,PRT,EUR,3.05,0.908306463,19252.015,17350.016,2016-07-01
1117,Russia,RUS,RUB,130.0,63.40755,9257.935,566975.332,2016-07-01
1118,Saudi Arabia,SAU,SAR,12.0,3.7505,21672.672,81272.521,2016-07-01
1119,Singapore,SGP,SGD,5.45,1.3577,55645.607,76502.971,2016-07-01
1120,Sweden,SWE,SEK,44.94,8.59485,51274.278,432490.371,2016-07-01
1121,Thailand,THA,THB,119.0,34.965,5837.807,200008.385,2016-07-01
1122,Turkey,TUR,TRY,10.75,3.04305,10973.586,29856.636,2016-07-01
1123,Taiwan,TWN,TWD,69.0,32.029,22752.991,725992.946,2016-07-01
1124,Ukraine,UKR,UAH,39.0,24.8,2134.773,46689.41,2016-07-01
1125,Uruguay,URY,UYU,123.0,30.165,16720.59,456164.161,2016-07-01
1126,United States,USA,USD,4.5,1.0,56729.681,56729.681,2016-07-01
1127,Venezuela,VEN,VEF,2170.0,641.4001,4096.971,,2016-07-01
1128,Vietnam,VNM,VND,60000.0,22300.0,2581.907,56603826.597,2016-07-01
1129,South Africa,ZAF,ZAR,30.0,14.27375,6256.667,79787.626,2016-07-01
1130,UAE,ARE,AED,13.0,3.673,40483.337,148675.054,2017-01-01
1131,Argentina,ARG,ARS,55.0,15.8575,12772.868,188760.956,2017-01-01
1132,Australia,AUS,AUD,5.8,1.356668023,51813.644,69652.4,2017-01-01
1133,Austria,AUT,EUR,3.4,0.955246692,45278.829,40917.155,2017-01-01
1134,Belgium,BEL,EUR,3.95,0.955246692,42076.398,38023.212,2017-01-01
1135,Brazil,BRA,BRL,16.5,3.22395,8757.304,30558.684,2017-01-01
1136,Canada,CAN,CAD,5.98,1.326,42382.635,56183.063,2017-01-01
1137,Switzerland,CHE,CHF,6.5,1.0236,82568.763,81362.796,2017-01-01
1138,Chile,CHL,CLP,2450.0,672.805,13722.878,9289553.72,2017-01-01
1139,China,CHN,CNY,19.6,6.9266,8063.446,53578.237,2017-01-01
1140,Colombia,COL,COP,9900.0,2994.625,6037.133,18445010.899,2017-01-01
1141,Costa Rica,CRI,CRC,2250.0,554.33,11986.918,6529710.506,2017-01-01
1142,Czech Republic,CZE,CZK,75.0,25.81175,18597.213,454514.341,2017-01-01
1143,Germany,DEU,EUR,3.79,0.955246692,42124.196,38066.406,2017-01-01
1144,Denmark,DNK,DKK,30.0,7.10125,54862.848,369321.237,2017-01-01
1145,Egypt,EGY,EGP,27.49,18.77,3862.011,31471.429,2017-01-01
1146,Spain,ESP,EUR,3.95,0.955246692,26549.363,23991.884,2017-01-01
1147,Estonia,EST,EUR,3.1,0.955246692,18290.293,16528.404,2017-01-01
1148,Euro area,EUZ,EUR,3.88,0.955246692,35483.9201178608,32065.783896107,2017-01-01
1149,Finland,FIN,EUR,4.55,0.955246692,43865.756,39640.202,2017-01-01
1150,France,FRA,EUR,4.1,0.955246692,38348.507,34654.426,2017-01-01
1151,Britain,GBR,GBP,3.09,0.82877507,41275.864,30457.303,2017-01-01
1152,Greece,GRC,EUR,3.35,0.955246692,17906.285,16181.387,2017-01-01
1153,Hong Kong,HKG,HKD,19.2,7.75595,43488.204,337566.311,2017-01-01
1154,Hungary,HUN,HUF,900.0,294.6172,13083.4,3683282.401,2017-01-01
1155,Indonesia,IDN,IDR,31000.0,13329.0,3605.721,47976388.462,2017-01-01
1156,India,IND,INR,170.0,68.3275,1714.28,114980.219,2017-01-01
1157,Ireland,IRL,EUR,4.0,0.955246692,62668.446,56631.645,2017-01-01
1158,Israel,ISR,ILS,16.9,3.855,37701.931,144796.778,2017-01-01
1159,Italy,ITA,EUR,4.2,0.955246692,31190.794,28186.21,2017-01-01
1160,Japan,JPN,JPY,380.0,116.665,39411.424,4287683.071,2017-01-01
1161,South Korea,KOR,KRW,4400.0,1196.45,29274.232,33987783.506,2017-01-01
1162,Sri Lanka,LKA,LKR,550.0,150.06,4150.367,604300.052,2017-01-01
1163,Mexico,MEX,MXN,49.0,21.9505,8788.588,164030.724,2017-01-01
1164,Malaysia,MYS,MYR,8.0,4.4715,9544.246,39505.493,2017-01-01
1165,Netherlands,NLD,EUR,3.61,0.955246692,46165.177,41718.122,2017-01-01
1166,Norway,NOR,NOK,49.0,8.64835,70907.468,595622.729,2017-01-01
1167,New Zealand,NZL,NZD,6.0,1.43358899,39414.454,56551.68,2017-01-01
1168,Pakistan,PAK,PKR,375.0,104.775,1566.625,163469.949,2017-01-01
1169,Peru,PER,PEN,11.0,3.3929,6207.429,20953.694,2017-01-01
1170,Philippines,PHL,PHP,133.0,49.615,3107.646,147589.798,2017-01-01
1171,Poland,POL,PLN,9.6,4.17215,12369.893,48810.67,2017-01-01
1172,Portugal,PRT,EUR,3.05,0.955246692,19986.362,18061.091,2017-01-01
1173,Russia,RUS,RUB,130.0,60.4375,8723.523,583200.049,2017-01-01
1174,Saudi Arabia,SAU,SAR,12.0,3.75065,20951.562,78568.359,2017-01-01
1175,Singapore,SGP,SGD,5.6,1.43875,56895.643,78603.969,2017-01-01
1176,Sweden,SWE,SEK,48.0,9.12455,51590.473,441717.2,2017-01-01
1177,Thailand,THA,THB,119.0,35.573,5995.205,211542.109,2017-01-01
1178,Turkey,TUR,TRY,10.75,3.91115,10891.19,32908.096,2017-01-01
1179,Taiwan,TWN,TWD,69.0,31.905,23070.733,745769.126,2017-01-01
1180,Ukraine,UKR,UAH,42.0,27.235,2200.851,56238.892,2017-01-01
1181,Uruguay,URY,UYU,125.0,28.725,16474.538,496062.065,2017-01-01
1182,United States,USA,USD,4.5,1.0,57839.992,57839.992,2017-01-01
1183,Venezuela,VEN,VEF,3550.0,676.6047,3676.384,,2017-01-01
1184,Vietnam,VNM,VND,60000.0,22572.0,2720.168,60838178.105,2017-01-01
1185,South Africa,ZAF,ZAR,26.32,13.9525,5750.785,84611.303,2017-01-01
1186,UAE,ARE,AED,14.0,3.673,40483.337,148675.054,2017-07-01
1187,Argentina,ARG,ARS,70.0,16.9675,12772.868,188760.956,2017-07-01
1188,Australia,AUS,AUD,5.9,1.303016483,51813.644,69652.4,2017-07-01
1189,Austria,AUT,EUR,3.4,0.875695083,45278.829,40917.155,2017-07-01
1190,Belgium,BEL,EUR,4.05,0.875695083,42076.398,38023.212,2017-07-01
1191,Brazil,BRA,BRL,16.5,3.2343,8757.304,30558.684,2017-07-01
1192,Canada,CAN,CAD,5.97,1.2823,42382.635,56183.063,2017-07-01
1193,Switzerland,CHE,CHF,6.5,0.96415,82568.763,81362.796,2017-07-01
1194,Chile,CHL,CLP,2550.0,663.355,13722.878,9289553.72,2017-07-01
1195,China,CHN,CNY,19.8,6.7875,8063.446,53578.237,2017-07-01
1196,Colombia,COL,COP,9900.0,3052.16,6037.133,18445010.899,2017-07-01
1197,Costa Rica,CRI,CRC,2290.0,572.495,11986.918,6529710.506,2017-07-01
1198,Czech Republic,CZE,CZK,75.0,22.8561,18597.213,454514.341,2017-07-01
1199,Germany,DEU,EUR,3.9,0.875695083,42124.196,38066.406,2017-07-01
1200,Denmark,DNK,DKK,30.0,6.51255,54862.848,369321.237,2017-07-01
1201,Egypt,EGY,EGP,31.37,17.885,3862.011,31471.429,2017-07-01
1202,Spain,ESP,EUR,3.8,0.875695083,26549.363,23991.884,2017-07-01
1203,Estonia,EST,EUR,3.15,0.875695083,18290.293,16528.404,2017-07-01
1204,Euro area,EUZ,EUR,3.91,0.875695083,35483.9201178608,32065.783896107,2017-07-01
1205,Finland,FIN,EUR,4.56,0.875695083,43865.756,39640.202,2017-07-01
1206,France,FRA,EUR,4.1,0.875695083,38348.507,34654.426,2017-07-01
1207,Britain,GBR,GBP,3.19,0.775885479,41275.864,30457.303,2017-07-01
1208,Greece,GRC,EUR,3.35,0.875695083,17906.285,16181.387,2017-07-01
1209,Hong Kong,HKG,HKD,19.2,7.8115,43488.204,337566.311,2017-07-01
1210,Hungary,HUN,HUF,862.0,268.6239,13083.4,3683282.401,2017-07-01
1211,Indonesia,IDN,IDR,32126.0,13369.5,3605.721,47976388.462,2017-07-01
1212,India,IND,INR,178.0,64.5575,1714.28,114980.219,2017-07-01
1213,Ireland,IRL,EUR,4.07,0.875695083,62668.446,56631.645,2017-07-01
1214,Israel,ISR,ILS,16.9,3.5405,37701.931,144796.778,2017-07-01
1215,Italy,ITA,EUR,4.2,0.875695083,31190.794,28186.21,2017-07-01
1216,Japan,JPN,JPY,380.0,113.06,39411.424,4287683.071,2017-07-01
1217,South Korea,KOR,KRW,4400.0,1144.65,29274.232,33987783.506,2017-07-01
1218,Sri Lanka,LKA,LKR,580.0,153.725,4150.367,604300.052,2017-07-01
1219,Mexico,MEX,MXN,49.0,17.79075,8788.588,164030.724,2017-07-01
1220,Malaysia,MYS,MYR,8.6,4.2935,9544.246,39505.493,2017-07-01
1221,Netherlands,NLD,EUR,3.61,0.875695083,46165.177,41718.122,2017-07-01
1222,Norway,NOR,NOK,49.0,8.2852,70907.468,595622.729,2017-07-01
1223,New Zealand,NZL,NZD,6.1,1.376273053,39414.454,56551.68,2017-07-01
1224,Pakistan,PAK,PKR,375.0,105.15,1566.625,163469.949,2017-07-01
1225,Peru,PER,PEN,10.5,3.2515,6207.429,20953.694,2017-07-01
1226,Philippines,PHL,PHP,134.0,50.5765,3107.646,147589.798,2017-07-01
1227,Poland,POL,PLN,10.1,3.7086,12369.893,48810.67,2017-07-01
1228,Portugal,PRT,EUR,3.25,0.875695083,19986.362,18061.091,2017-07-01
1229,Russia,RUS,RUB,137.0,60.1369,8723.523,583200.049,2017-07-01
1230,Saudi Arabia,SAU,SAR,12.0,3.75015,20951.562,78568.359,2017-07-01
1231,Singapore,SGP,SGD,5.6,1.3777,56895.643,78603.969,2017-07-01
1232,Sweden,SWE,SEK,48.97,8.41565,51590.473,441717.2,2017-07-01
1233,Thailand,THA,THB,119.0,34.0365,5995.205,211542.109,2017-07-01
1234,Turkey,TUR,TRY,10.75,3.57605,10891.19,32908.096,2017-07-01
1235,Taiwan,TWN,TWD,69.0,30.4775,23070.733,745769.126,2017-07-01
1236,Ukraine,UKR,UAH,44.0,25.915,2200.851,56238.892,2017-07-01
1237,Uruguay,URY,UYU,130.0,28.705,16474.538,496062.065,2017-07-01
1238,United States,USA,USD,4.5,1.0,57839.992,57839.992,2017-07-01
1239,Venezuela,VEN,VEF,10950.0,2700.0,3676.384,,2017-07-01
1240,Vietnam,VNM,VND,60000.0,22732.5,2720.168,60838178.105,2017-07-01
1241,South Africa,ZAF,ZAR,30.0,13.27,5750.785,84611.303,2017-07-01
1242,UAE,ARE,AED,14.0,3.673,41971.753,154141.262,2018-01-01
1243,Argentina,ARG,ARS,75.0,18.9375,14618.327,242031.427,2018-01-01
1244,Australia,AUS,AUD,5.9,1.253682693,55797.383,72769.086,2018-01-01
1245,Austria,AUT,EUR,3.4,0.816826629,47320.537,41903.187,2018-01-01
1246,Belgium,BEL,EUR,4.1,0.816826629,44274.073,39205.488,2018-01-01
1247,Brazil,BRA,BRL,16.5,3.2279,9978.09,31843.911,2018-01-01
1248,Canada,CAN,CAD,6.55,1.2459,45191.993,58656.308,2018-01-01
1249,Switzerland,CHE,CHF,6.5,0.96085,82572.19,81308.147,2018-01-01
1250,Chile,CHL,CLP,2600.0,605.935,15003.77,9735221.284,2018-01-01
1251,China,CHN,CNY,20.4,6.432,8760.259,59208.402,2018-01-01
1252,Colombia,COL,COP,10900.0,2844.12,6577.287,19411356.581,2018-01-01
1253,Costa Rica,CRI,CRC,2290.0,568.53,12185.259,6915180.148,2018-01-01
1254,Czech Republic,CZE,CZK,79.0,20.747,20666.666,483110.876,2018-01-01
1255,Germany,DEU,EUR,3.9,0.816826629,44636.833,39526.719,2018-01-01
1256,Denmark,DNK,DKK,30.0,6.0827,57772.553,381466.015,2018-01-01
1257,Egypt,EGY,EGP,34.21,17.7,2592.707,38402.311,2018-01-01
1258,Spain,ESP,EUR,3.95,0.816826629,28211.927,24982.169,2018-01-01
1259,Estonia,EST,EUR,3.15,0.816826629,20430.567,18091.635,2018-01-01
1260,Euro area,EUZ,EUR,3.95,0.816826629,37495.9369074349,33203.3262040628,2018-01-01
1261,Finland,FIN,EUR,4.56,0.816826629,46437.211,41120.986,2018-01-01
1262,France,FRA,EUR,4.2,0.816826629,40134.128,35539.493,2018-01-01
1263,Britain,GBR,GBP,3.19,0.72285673,40666.831,31571.896,2018-01-01
1264,Greece,GRC,EUR,3.35,0.816826629,18552.181,16428.29,2018-01-01
1265,Hong Kong,HKG,HKD,20.5,7.819,46025.665,358689.513,2018-01-01
1266,Hungary,HUN,HUF,864.0,252.14215,14606.266,4008446.316,2018-01-01
1267,Indonesia,IDN,IDR,35750.0,13359.0,3885.465,51997473.556,2018-01-01
1268,India,IND,INR,180.0,63.86125,1957.97,126200.668,2018-01-01
1269,Ireland,IRL,EUR,4.07,0.816826629,69685.981,61708.191,2018-01-01
1270,Israel,ISR,ILS,16.5,3.43635,41131.719,148055.907,2018-01-01
1271,Italy,ITA,EUR,4.2,0.816826629,32648.756,28911.061,2018-01-01
1272,Japan,JPN,JPY,380.0,110.725,38903.298,4363632.777,2018-01-01
1273,South Korea,KOR,KRW,4400.0,1069.25,31600.735,35740457.554,2018-01-01
1274,Sri Lanka,LKA,LKR,580.0,153.8,4401.055,670925.154,2018-01-01
1275,Mexico,MEX,MXN,48.0,18.6635,9342.92,176828.938,2018-01-01
1276,Malaysia,MYS,MYR,9.0,3.954,9969.495,42854.422,2018-01-01
1277,Netherlands,NLD,EUR,3.71,0.816826629,48799.874,43213.166,2018-01-01
1278,Norway,NOR,NOK,49.0,7.8501,76183.664,630165.871,2018-01-01
1279,New Zealand,NZL,NZD,6.2,1.374664925,42275.793,59472.274,2018-01-01
1280,Pakistan,PAK,PKR,375.0,110.505,1653.406,173284.686,2018-01-01
1281,Peru,PER,PEN,10.5,3.212,6776.888,22098.586,2018-01-01
1282,Philippines,PHL,PHP,134.0,50.725,3153.314,158938.764,2018-01-01
1283,Poland,POL,PLN,10.1,3.40575,13819.834,52215.94,2018-01-01
1284,Portugal,PRT,EUR,3.2,0.816826629,21482.834,19023.436,2018-01-01
1285,Russia,RUS,RUB,130.0,56.745,10723.996,625294.118,2018-01-01
1286,Saudi Arabia,SAU,SAR,12.0,3.7503,21923.705,82213.892,2018-01-01
1287,Singapore,SGP,SGD,5.8,1.32255,61164.897,84464.136,2018-01-01
1288,Sweden,SWE,SEK,49.1,8.0188,53459.072,457014.17,2018-01-01
1289,Thailand,THA,THB,119.0,31.95,6596.224,223792.876,2018-01-01
1290,Turkey,TUR,TRY,10.75,3.8026,10628.898,38778.189,2018-01-01
1291,Taiwan,TWN,TWD,69.0,29.553,25061.624,762936.397,2018-01-01
1292,Ukraine,UKR,UAH,47.0,28.715,2655.99,70657.179,2018-01-01
1293,Uruguay,URY,UYU,140.0,28.58,18405.742,527309.172,2018-01-01
1294,United States,USA,USD,4.61,1.0,59878.72,59878.72,2018-01-01
1295,Venezuela,VEN,VEF,0.0,0.0,3806.656,,2018-01-01
1296,Vietnam,VNM,VND,65000.0,22711.5,2957.899,67191171.646,2018-01-01
1297,South Africa,ZAF,ZAR,30.0,12.25815,6678.292,88938.159,2018-01-01
1298,United Arab Emirates,ARE,AED,14.0,3.67315,41971.753,154141.262,2018-07-01
1299,Argentina,ARG,ARS,75.0,27.725,14618.327,242031.427,2018-07-01
1300,Australia,AUS,AUD,6.05,1.339853956,55797.383,72769.086,2018-07-01
1301,Austria,AUT,EUR,3.4,0.853205921,47320.537,41903.187,2018-07-01
1302,Azerbaijan,AZE,AZN,3.95,1.70175,4217.653,7170.01,2018-07-01
1303,Belgium,BEL,EUR,4.1,0.853205921,44274.073,39205.488,2018-07-01
1304,Bahrain,BHR,BHD,1.2,0.37955,23631.585,8885.476,2018-07-01
1305,Brazil,BRA,BRL,16.9,3.83835,9978.09,31843.911,2018-07-01
1306,Canada,CAN,CAD,6.65,1.31235,45191.993,58656.308,2018-07-01
1307,Switzerland,CHE,CHF,6.5,0.99325,82572.19,81308.147,2018-07-01
1308,Chile,CHL,CLP,2640.0,651.73,15003.77,9735221.284,2018-07-01
1309,China,CHN,CNY,20.5,6.622,8760.259,59208.402,2018-07-01
1310,Colombia,COL,COP,11900.0,2874.07,6577.287,19411356.581,2018-07-01
1311,Costa Rica,CRI,CRC,2290.0,567.8,12185.259,6915180.148,2018-07-01
1312,Czech Republic,CZE,CZK,75.0,22.06475,20666.666,483110.876,2018-07-01
1313,Germany,DEU,EUR,4.12,0.853205921,44636.833,39526.719,2018-07-01
1314,Denmark,DNK,DKK,30.0,6.3591,57772.553,381466.015,2018-07-01
1315,Egypt,EGY,EGP,31.37,17.905,2592.707,38402.311,2018-07-01
1316,Spain,ESP,EUR,4.1,0.853205921,28211.927,24982.169,2018-07-01
1317,Estonia,EST,EUR,3.15,0.853205921,20430.567,18091.635,2018-07-01
1318,Euro area,EUZ,EUR,4.04,0.853205921,37495.9369074349,33203.3262040628,2018-07-01
1319,Finland,FIN,EUR,4.62,0.853205921,46437.211,41120.986,2018-07-01
1320,France,FRA,EUR,4.2,0.853205921,40134.128,35539.493,2018-07-01
1321,Britain,GBR,GBP,3.19,0.753863551,40666.831,31571.896,2018-07-01
1322,Greece,GRC,EUR,3.35,0.853205921,18552.181,16428.29,2018-07-01
1323,Guatemala,GTM,GTQ,25.0,7.4871,4233.007,31116.613,2018-07-01
1324,Hong Kong,HKG,HKD,20.0,7.84825,46025.665,358689.513,2018-07-01
1325,Honduras,HND,HNL,85.0,23.9926,2451.936,57588.828,2018-07-01
1326,Croatia,HRV,HRK,21.0,6.31275,13556.318,12004.364,2018-07-01
1327,Hungary,HUN,HUF,850.0,276.4302,14606.266,4008446.316,2018-07-01
1328,Indonesia,IDN,IDR,31500.0,14360.0,3885.465,51997473.556,2018-07-01
1329,India,IND,INR,173.0,68.825,1957.97,126200.668,2018-07-01
1330,Ireland,IRL,EUR,4.07,0.853205921,69685.981,61708.191,2018-07-01
1331,Israel,ISR,ILS,17.0,3.6349,41131.719,148055.907,2018-07-01
1332,Italy,ITA,EUR,4.2,0.853205921,32648.756,28911.061,2018-07-01
1333,Jordan,JOR,JOD,1.95,0.71005,4257.909,3018.852,2018-07-01
1334,Japan,JPN,JPY,390.0,111.25,38903.298,4363632.777,2018-07-01
1335,South Korea,KOR,KRW,4500.0,1116.0,31600.735,35740457.554,2018-07-01
1336,Kuwait,KWT,KWD,1.05,0.3025,27194.073,8249.378,2018-07-01
1337,Lebanon,LBN,LBP,6500.0,1511.0,7776.012,11722338.696,2018-07-01
1338,Sri Lanka,LKA,LKR,580.0,159.27,4401.055,670925.154,2018-07-01
1339,Lithuania,LTU,EUR,2.8,0.853205921,16879.45,14947.057,2018-07-01
1340,Latvia,LVA,EUR,2.7,0.853205921,15626.275,13837.348,2018-07-01
1341,Moldova,MDA,MDL,43.0,16.6526,3422.643,63313.069,2018-07-01
1342,Mexico,MEX,MXN,49.0,19.0515,9342.92,176828.938,2018-07-01
1343,Malaysia,MYS,MYR,8.45,4.0225,9969.495,42854.422,2018-07-01
1344,Nicaragua,NIC,NIO,103.0,31.5872,2147.856,64544.529,2018-07-01
1345,Netherlands,NLD,EUR,3.79,0.853205921,48799.874,43213.166,2018-07-01
1346,Norway,NOR,NOK,42.0,8.0415,76183.664,630165.871,2018-07-01
