,name,iso_a3,currency_code,local_price,dollar_ex,GDP_dollar,GDP_local,date
338,Malaysia,MYS,MYR,5.5,3.4345,6354.977,23297.244,2007-06-01
339,Norway,NOR,NOK,40.0,5.8139,74517.803,477907.508,2007-06-01
340,New Zealand,NZL,NZD,4.6,1.2797,26220.073,40369.627,2007-06-01
341,Pakistan,PAK,PKR,140.0,60.37,961.433,57548.123,2007-06-01
342,Peru,PER,PEN,9.5,3.167,3106.719,10170.491,2007-06-01
343,Philippines,PHL,PHP,85.0,45.8975,1470.825,75474.329,2007-06-01
344,Poland,POL,PLN,6.9,2.75185,9031.797,28027.095,2007-06-01
345,Russia,RUS,RUB,52.0,25.64825,7426.005,201875.643,2007-06-01
346,Saudi Arabia,SAU,SAR,9.0,3.75045,15603.985,58514.942,2007-06-01
347,Singapore,SGP,SGD,3.95,1.52375,33768.446,53655.809,2007-06-01
348,Sweden,SWE,SEK,33.0,6.79165,46425.841,342541.421,2007-06-01
349,Thailand,THA,THB,62.0,34.455,3366.815,127645.035,2007-06-01
350,Turkey,TUR,TRY,4.75,1.2981,7961.078,11411.982,2007-06-01
351,Taiwan,TWN,TWD,75.0,32.7705,16892.883,549584.603,2007-06-01
352,Ukraine,UKR,UAH,9.25,5.0275,2319.286,11712.394,2007-06-01
353,Uruguay,URY,UYU,62.0,23.945,6350.363,152483.337,2007-06-01
354,United States,USA,USD,3.0,1.0,46216.853,46216.853,2007-06-01
355,Venezuela,VEN,VEF,7400.0,2147.3,6646.803,,2007-06-01
356,South Africa,ZAF,ZAR,15.5,6.971,6276.173,42471.907,2007-06-01
357,UAE,ARE,AED,10.0,3.67285,41472.246,152306.825,2008-06-01
358,Argentina,ARG,ARS,11.0,3.0195,7315.726,22791.226,2008-06-01
359,Australia,AUS,AUD,3.45,1.026,45180.863,53879.067,2008-06-01
360,Brazil,BRA,BRL,7.5,1.5846,7390.653,14390.033,2008-06-01
361,Canada,CAN,CAD,4.09,1.00355,44716.985,48028.082,2008-06-01
362,Switzerland,CHE,CHF,6.5,1.02215,65363.358,78459.941,2008-06-01
363,Chile,CHL,CLP,1550.0,494.65,10447.116,5458278.527,2008-06-01
364,China,CHN,CNY,12.5,6.834,2691.048,20472.372,2008-06-01
365,Colombia,COL,COP,7000.0,1798.65,4834.416,10045001.445,2008-06-01
366,Costa Rica,CRI,CRC,1800.0,551.02,6194.045,3199955.073,2008-06-01
367,Czech Republic,CZE,CZK,66.08,14.49795,18527.743,376384.367,2008-06-01
368,Denmark,DNK,DKK,28.0,4.7044,58641.193,319225.112,2008-06-01
369,Egypt,EGY,EGP,13.0,5.3125,1862.164,10640.477,2008-06-01
370,Euro area,EUZ,EUR,3.36856,0.630497147,40138.978324249,29284.855494993,2008-06-01
371,Britain,GBR,GBP,2.29,0.501039657,50457.549,25209.022,2008-06-01
372,Hong Kong,HKG,HKD,13.3,7.7974,30494.551,237915.946,2008-06-01
373,Hungary,HUN,HUF,670.0,144.2578,13926.753,2557311.544,2008-06-01
374,Indonesia,IDN,IDR,18700.0,9152.0,2064.232,18867051.346,2008-06-01
375,Japan,JPN,JPY,280.0,106.855,35847.232,4221138.107,2008-06-01
376,South Korea,KOR,KRW,3200.0,1018.05,24083.338,22382472.731,2008-06-01
377,Sri Lanka,LKA,LKR,210.0,107.55,1928.714,213364.891,2008-06-01
378,Mexico,MEX,MXN,32.0,10.1685,9680.432,105789.617,2008-06-01
379,Malaysia,MYS,MYR,5.5,3.238,7485.942,25716.236,2008-06-01
380,Norway,NOR,NOK,40.0,5.07915,85674.58,502195.828,2008-06-01
381,New Zealand,NZL,NZD,4.9,1.3177,31914.994,43355.497,2008-06-01
382,Pakistan,PAK,PKR,140.0,70.9,1048.428,63570.597,2008-06-01
383,Peru,PER,PEN,9.5,2.84,3587.798,11224.426,2008-06-01
384,Philippines,PHL,PHP,87.0,44.485,1764.683,81437.301,2008-06-01
385,Poland,POL,PLN,7.0,2.03145,11252.863,31147.362,2008-06-01
386,Russia,RUS,RUB,59.0,23.2336,9761.368,249552.778,2008-06-01
387,Saudi Arabia,SAU,SAR,10.0,3.74955,16666.633,62499.875,2008-06-01
388,Singapore,SGP,SGD,3.95,1.35275,39432.895,59429.381,2008-06-01
389,Sweden,SWE,SEK,38.0,5.96085,53496.534,361570.771,2008-06-01
390,Thailand,THA,THB,62.0,33.36,3973.994,137141.401,2008-06-01
391,Turkey,TUR,TRY,5.15,1.19275,9640.571,12576.353,2008-06-01
392,Taiwan,TWN,TWD,75.0,30.3625,17723.704,582093.712,2008-06-01
393,Ukraine,UKR,UAH,11.0,4.6,3101.388,15662.011,2008-06-01
394,Uruguay,URY,UYU,61.0,19.15,7590.447,177715.771,2008-06-01
395,United States,USA,USD,3.21,1.0,47943.353,47943.353,2008-06-01
396,South Africa,ZAF,ZAR,16.95,7.56325,6776.465,47804.009,2008-06-01
397,UAE,ARE,AED,10.0,3.673,39074.713,143501.882,2009-07-01
398,Argentina,ARG,ARS,11.5,3.81125,9146.79,28925.107,2009-07-01
399,Australia,AUS,AUD,4.34,1.2869,49194.713,57519.863,2009-07-01
400,Brazil,BRA,BRL,8.03,1.9971,8878.359,16280.839,2009-07-01
401,Canada,CAN,CAD,3.89,1.16085,46773.837,49911.75,2009-07-01
402,Switzerland,CHE,CHF,6.5,1.08605,74668.372,80872.567,2009-07-01
403,Chile,CHL,CLP,1750.0,548.55,10759.738,5621541.795,2009-07-01
404,China,CHN,CNY,12.5,6.8327,3446.695,23950.51,2009-07-01
405,Colombia,COL,COP,7000.0,2095.6,5622.109,11048217.466,2009-07-01
406,Costa Rica,CRI,CRC,2000.0,582.57,6993.896,3680436.753,2009-07-01
407,Czech Republic,CZE,CZK,67.92,18.66155,22925.748,390862.908,2009-07-01
408,Denmark,DNK,DKK,29.5,5.3375,64531.119,328988.086,2009-07-01
409,Egypt,EGY,EGP,13.0,5.58475,2271.232,12521.23,2009-07-01
410,Euro area,EUZ,EUR,3.31,0.716897269,43798.3611345798,29782.7639600366,2009-07-01
411,Britain,GBR,GBP,2.29,0.620886626,47918.324,25794.788,2009-07-01
412,Hong Kong,HKG,HKD,13.3,7.7505,31487.94,245191.344,2009-07-01
413,Hungary,HUN,HUF,720.0,199.1577,15761.631,2712786.859,2009-07-01
414,Indonesia,IDN,IDR,20900.0,10200.0,2418.043,23440305.605,2009-07-01
415,Israel,ISR,ILS,15.0,3.97425,30182.526,108295.544,2009-07-01
416,Japan,JPN,JPY,320.0,92.565,39992.06,4133559.049,2009-07-01
417,South Korea,KOR,KRW,3400.0,1314.5,21387.709,23529170.737,2009-07-01
418,Sri Lanka,LKA,LKR,210.0,114.86,2410.801,261101.401,2009-07-01
419,Mexico,MEX,MXN,33.0,13.8104,10053.737,111895.245,2009-07-01
420,Malaysia,MYS,MYR,6.77,3.602,8771.026,29220.29,2009-07-01
421,Norway,NOR,NOK,40.0,6.50925,97637.268,550674.192,2009-07-01
422,New Zealand,NZL,NZD,4.9,1.59235,31762.708,44449.789,2009-07-01
423,Pakistan,PAK,PKR,190.0,82.6,1124.047,70305.153,2009-07-01
424,Peru,PER,PEN,8.056,3.0274,4209.038,12311.438,2009-07-01
425,Philippines,PHL,PHP,99.39,48.385,2011.634,89466.537,2009-07-01
426,Poland,POL,PLN,7.6,3.15525,13999.496,33728.169,2009-07-01
427,Russia,RUS,RUB,67.0,32.7959,12464.244,309844.819,2009-07-01
428,Saudi Arabia,SAU,SAR,11.0,3.7504,20157.3,75589.875,2009-07-01
429,Singapore,SGP,SGD,4.22,1.4645,40008.577,56606.568,2009-07-01
430,Sweden,SWE,SEK,39.0,7.90915,55929.862,368639.27,2009-07-01
431,Thailand,THA,THB,64.49,34.165,4373.451,145900.887,2009-07-01
432,Turkey,TUR,TRY,5.65,1.55005,10778.131,14021.233,2009-07-01
433,Taiwan,TWN,TWD,75.0,33.1755,18053.591,569304.959,2009-07-01
434,Ukraine,UKR,UAH,14.0,7.66,3944.724,20763.38,2009-07-01
435,Uruguay,URY,UYU,61.0,23.17,9815.437,205490.256,2009-07-01
436,United States,USA,USD,3.43,1.0,48470.553,48470.553,2009-07-01
437,South Africa,ZAF,ZAR,17.95,8.2805,6355.879,52447.655,2009-07-01
438,UAE,ARE,AED,11.0,3.673,30920.425,113555.26,2010-01-01
439,Argentina,ARG,ARS,7.0,3.7985,8337.811,31093.737,2010-01-01
440,Australia,AUS,AUD,4.35,1.09355,45770.5,57841.892,2010-01-01
441,Brazil,BRA,BRL,8.2,1.7233,8649.578,17271.332,2010-01-01
442,Canada,CAN,CAD,4.12,1.0368,40990.625,46792.249,2010-01-01
443,Switzerland,CHE,CHF,6.5,1.03115,71892.702,78229.447,2010-01-01
444,Chile,CHL,CLP,1600.0,503.1,10176.733,5695043.705,2010-01-01
445,China,CHN,CNY,12.5,6.8272,3813.408,26050.976,2010-01-01
446,Colombia,COL,COP,8200.0,2095.6,5330.795,11501714.225,2010-01-01
447,Costa Rica,CRI,CRC,2050.0,582.57,6879.266,3943794.728,2010-01-01
448,Czech Republic,CZE,CZK,67.64,18.21005,19908.146,379282.784,2010-01-01
449,Denmark,DNK,DKK,30.94,5.16195,58286.537,312466.354,2010-01-01
450,Egypt,EGY,EGP,13.0,5.465,2578.884,14250.299,2010-01-01
451,Euro area,EUZ,EUR,3.36,0.693649638,39506.5975320799,28355.3558790042,2010-01-01
452,Britain,GBR,GBP,2.29,0.623752495,38969.675,24925.427,2010-01-01
453,Hong Kong,HKG,HKD,14.8,7.75655,30593.991,237156.966,2010-01-01
454,Hungary,HUN,HUF,720.0,186.6508,13066.422,2643881.567,2010-01-01
455,Indonesia,IDN,IDR,20900.0,9320.0,2464.956,25656746.413,2010-01-01
456,Israel,ISR,ILS,14.9,3.7325,28330.228,111403.96,2010-01-01
457,Japan,JPN,JPY,320.0,91.54,41469.773,3880330.353,2010-01-01
458,South Korea,KOR,KRW,3400.0,1140.5,19139.732,24445360.458,2010-01-01
459,Sri Lanka,LKA,LKR,210.0,114.86,2472.242,284252.723,2010-01-01
460,Mexico,MEX,MXN,32.0,12.81375,8029.296,108503.686,2010-01-01
461,Malaysia,MYS,MYR,7.05,3.3875,7550.251,26589.239,2010-01-01
462,Norway,NOR,NOK,40.0,5.69555,80493.955,506172.822,2010-01-01
463,New Zealand,NZL,NZD,4.9,1.35685,28270.277,44571.302,2010-01-01
464,Pakistan,PAK,PKR,200.0,82.6,1086.532,85411.422,2010-01-01
465,Peru,PER,PEN,8.056,2.8705,4179.71,12586.326,2010-01-01
466,Philippines,PHL,PHP,101.52,45.92,1923.674,91638.499,2010-01-01
467,Poland,POL,PLN,8.1,2.83565,11532.283,35977.265,2010-01-01
468,Russia,RUS,RUB,70.0,29.927,9156.97,291108.28,2010-01-01
469,Saudi Arabia,SAU,SAR,10.0,3.7502,16094.676,60355.037,2010-01-01
470,Singapore,SGP,SGD,4.45,1.39555,38926.813,56619.622,2010-01-01
471,Sweden,SWE,SEK,39.0,7.0821,46734.909,357700.54,2010-01-01
472,Thailand,THA,THB,70.0,33.135,4208.355,144446.304,2010-01-01
473,Turkey,TUR,TRY,5.65,1.47455,8941.404,13869.33,2010-01-01
474,Taiwan,TWN,TWD,75.0,31.8425,16904.543,558805.035,2010-01-01
475,Ukraine,UKR,UAH,14.0,7.66,2557.279,19924.373,2010-01-01
476,Uruguay,URY,UYU,77.0,23.17,10188.662,229779.804,2010-01-01
477,United States,USA,USD,3.43,1.0,47102.428,47102.428,2010-01-01
478,South Africa,ZAF,ZAR,17.95,7.3045,6552.265,55282.006,2010-01-01
479,UAE,ARE,AED,11.0,3.67285,30920.425,113555.26,2010-07-01
480,Argentina,ARG,ARS,14.0,3.93375,8337.811,31093.737,2010-07-01
481,Australia,AUS,AUD,4.35,1.133722578,45770.5,57841.892,2010-07-01
482,Brazil,BRA,BRL,8.71,1.77495,8649.578,17271.332,2010-07-01
483,Canada,CAN,CAD,4.17,1.04235,40990.625,46792.249,2010-07-01
484,Switzerland,CHE,CHF,6.5,1.05085,71892.702,78229.447,2010-07-01
485,Chile,CHL,CLP,1750.0,523.65,10176.733,5695043.705,2010-07-01
486,China,CHN,CNY,13.2,6.7769,3813.408,26050.976,2010-07-01
487,Colombia,COL,COP,8200.0,1868.45,5330.795,11501714.225,2010-07-01
488,Costa Rica,CRI,CRC,2000.0,522.115,6879.266,3943794.728,2010-07-01
489,Czech Republic,CZE,CZK,67.64,19.7476,19908.146,379282.784,2010-07-01
490,Denmark,DNK,DKK,28.5,5.81365,58286.537,312466.354,2010-07-01
491,Egypt,EGY,EGP,13.0,5.699,2578.884,14250.299,2010-07-01
492,Euro area,EUZ,EUR,3.380031071,0.78015291,39506.5975320799,28355.3558790042,2010-07-01
493,Britain,GBR,GBP,2.29,0.657375756,38969.675,24925.427,2010-07-01
494,Hong Kong,HKG,HKD,14.8,7.7742,30593.991,237156.966,2010-07-01
495,Hungary,HUN,HUF,740.0,221.96915,13066.422,2643881.567,2010-07-01
496,Indonesia,IDN,IDR,22780.0,9063.0,2464.956,25656746.413,2010-07-01
497,Israel,ISR,ILS,14.9,3.8619,28330.228,111403.96,2010-07-01
498,Japan,JPN,JPY,320.0,87.18,41469.773,3880330.353,2010-07-01
499,South Korea,KOR,KRW,3400.0,1204.45,19139.732,24445360.458,2010-07-01
500,Sri Lanka,LKA,LKR,210.0,112.775,2472.242,284252.723,2010-07-01
501,Mexico,MEX,MXN,32.0,12.782,8029.296,108503.686,2010-07-01
502,Malaysia,MYS,MYR,7.05,3.2135,7550.251,26589.239,2010-07-01
503,Norway,NOR,NOK,45.0,6.24625,80493.955,506172.822,2010-07-01
504,New Zealand,NZL,NZD,5.0,1.39275766,28270.277,44571.302,2010-07-01
505,Pakistan,PAK,PKR,210.0,85.525,1086.532,85411.422,2010-07-01
506,Peru,PER,PEN,10.0,2.8275,4179.71,12586.326,2010-07-01
507,Philippines,PHL,PHP,102.0,46.47,1923.674,91638.499,2010-07-01
508,Poland,POL,PLN,8.3,3.1969,11532.283,35977.265,2010-07-01
509,Russia,RUS,RUB,71.0,30.44325,9156.97,291108.28,2010-07-01
510,Saudi Arabia,SAU,SAR,10.0,3.75045,16094.676,60355.037,2010-07-01
511,Singapore,SGP,SGD,4.23,1.3742,38926.813,56619.622,2010-07-01
512,Sweden,SWE,SEK,48.4,7.37355,46734.909,357700.54,2010-07-01
513,Thailand,THA,THB,70.0,32.305,4208.355,144446.304,2010-07-01
514,Turkey,TUR,TRY,5.95,1.5293,8941.404,13869.33,2010-07-01
515,Taiwan,TWN,TWD,75.0,32.1055,16904.543,558805.035,2010-07-01
516,Ukraine,UKR,UAH,14.5,7.899,2557.279,19924.373,2010-07-01
517,Uruguay,URY,UYU,79.0,21.1,10188.662,229779.804,2010-07-01
518,United States,USA,USD,3.53,1.0,47102.428,47102.428,2010-07-01
519,South Africa,ZAF,ZAR,18.45,7.5365,6552.265,55282.006,2010-07-01
520,UAE,ARE,AED,12.0,3.67305,35065.935,128779.645,2011-07-01
521,Argentina,ARG,ARS,20.0,4.1325,10412.974,40739.985,2011-07-01
522,Australia,AUS,AUD,4.56,0.922381589,56579.027,61532.435,2011-07-01
523,Austria,AUT,EUR,3.09,0.697520315,46955.173,35389.805,2011-07-01
524,Belgium,BEL,EUR,3.75,0.697520315,44448.17,33500.294,2011-07-01
525,Brazil,BRA,BRL,9.5,1.5416,11333.023,19938.566,2011-07-01
526,Canada,CAN,CAD,4.73,0.94585,47627.345,49061.535,2011-07-01
527,Switzerland,CHE,CHF,6.5,0.80615,76833.551,80130.144,2011-07-01
528,Chile,CHL,CLP,1850.0,462.75,12723.064,6491932.777,2011-07-01
529,China,CHN,CNY,14.65,6.445,4499.803,30464.789,2011-07-01
530,Colombia,COL,COP,8400.0,1770.5,6498.585,12340797.452,2011-07-01
531,Costa Rica,CRI,CRC,2050.0,504.305,8268.859,4348350.682,2011-07-01
532,Czech Republic,CZE,CZK,69.32,17.0219,19983.577,381651.349,2011-07-01
533,Germany,DEU,EUR,3.4,0.697520315,42379.71,31941.309,2011-07-01
534,Denmark,DNK,DKK,28.5,5.19845,58177.162,327192.723,2011-07-01
535,Egypt,EGY,EGP,14.09,5.962,2922.796,16120.846,2011-07-01
536,Spain,ESP,EUR,3.5,0.697520315,30566.877,23038.054,2011-07-01
537,Estonia,EST,EUR,2.2,0.697520315,14696.814,11071.256,2011-07-01
538,Euro area,EUZ,EUR,3.437660401,0.697520315,38579.0198888483,29076.7566539107,2011-07-01
539,Finland,FIN,EUR,3.75,0.697520315,46647.002,35157.538,2011-07-01
540,France,FRA,EUR,3.5,0.697520315,42178.577,31789.716,2011-07-01
541,Britain,GBR,GBP,2.39,0.614137444,39736.208,25691.221,2011-07-01
542,Greece,GRC,EUR,3.26,0.697520315,26743.4,20156.325,2011-07-01
543,Hong Kong,HKG,HKD,15.1,7.7918,32421.361,251886.956,2011-07-01
544,Hungary,HUN,HUF,760.0,188.0724,13199.056,2744666.767,2011-07-01
545,Indonesia,IDN,IDR,22534.0,8523.0,3178.133,28884425.178,2011-07-01
546,India,IND,INR,84.0,44.4,1377.109,62744.112,2011-07-01
547,Ireland,IRL,EUR,3.8,0.697520315,48620.625,36645.045,2011-07-01
548,Israel,ISR,ILS,15.9,3.40335,31278.046,116947.834,2011-07-01
549,Italy,ITA,EUR,3.5,0.697520315,35815.615,26993.993,2011-07-01
550,Japan,JPN,JPY,320.0,78.365,45135.796,3962014.51,2011-07-01
551,South Korea,KOR,KRW,3700.0,1056.2,23077.161,26690241.165,2011-07-01
552,Sri Lanka,LKA,LKR,280.0,109.475,2894.26,327201.299,2011-07-01
553,Mexico,MEX,MXN,32.0,11.67075,9299.455,117507.985,2011-07-01
554,Malaysia,MYS,MYR,7.2,2.973,9054.109,29141.126,2011-07-01
555,Netherlands,NLD,EUR,3.25,0.697520315,51165.823,38563.344,2011-07-01
556,Norway,NOR,NOK,45.0,5.41405,88296.36,533677.914,2011-07-01
557,New Zealand,NZL,NZD,5.1,1.156069364,33393.529,46296.577,2011-07-01
558,Pakistan,PAK,PKR,205.13,86.345,1122.712,94212.155,2011-07-01
559,Peru,PER,PEN,10.0,2.7375,5055.521,14282.057,2011-07-01
560,Philippines,PHL,PHP,118.0,42.41,2237.157,100917.447,2011-07-01
561,Poland,POL,PLN,8.63,2.7968,12510.805,37723.831,2011-07-01
562,Portugal,PRT,EUR,2.9,0.697520315,22539.038,16987.525,2011-07-01
563,Russia,RUS,RUB,75.0,27.7525,11431.148,347304.308,2011-07-01
564,Saudi Arabia,SAU,SAR,10.0,3.7502,19163.322,71862.459,2011-07-01
565,Singapore,SGP,SGD,4.41,1.20705,47236.672,64407.595,2011-07-01
566,Sweden,SWE,SEK,48.4,6.3352,52658.794,379539.529,2011-07-01
567,Thailand,THA,THB,70.0,29.75,5073.705,160847.382,2011-07-01
568,Turkey,TUR,TRY,6.5,1.72285,10533.45,15838.537,2011-07-01
569,Taiwan,TWN,TWD,75.0,28.834,19181.358,607040.425,2011-07-01
570,Ukraine,UKR,UAH,16.5,7.994,2982.814,23670.803,2011-07-01
571,Uruguay,URY,UYU,90.0,18.45,12888.965,258440.924,2011-07-01
572,United States,USA,USD,3.64,1.0,48586.288,48586.288,2011-07-01
573,Venezuela,VEN,VEF,28.0,4.29465,11158.18,,2011-07-01
574,South Africa,ZAF,ZAR,19.45,6.76885,8130.193,59529.954,2011-07-01
575,UAE,ARE,AED,12.0,3.673,41775.701,153421.263,2012-01-01
576,Argentina,ARG,ARS,20.0,4.3135,12787.806,52810.117,2012-01-01
577,Australia,AUS,AUD,4.8,0.972337012,67270.358,65171.04,2012-01-01
578,Austria,AUT,EUR,3.09,0.788239467,51452.276,36970.536,2012-01-01
579,Belgium,BEL,EUR,3.7,0.788239467,47564.381,34176.927,2012-01-01
580,Brazil,BRA,BRL,10.25,1.805,13295.899,22259.883,2012-01-01
581,Canada,CAN,CAD,4.73,1.02095,52285.937,51724.29,2012-01-01
582,Switzerland,CHE,CHF,6.5,0.9551,90933.214,80752.516,2012-01-01
583,Chile,CHL,CLP,2050.0,506.05,14560.249,7042319.42,2012-01-01
584,China,CHN,CNY,15.4,6.3155,5553.242,35882.275,2012-01-01
585,Colombia,COL,COP,8400.0,1852.15,7518.304,13893951.476,2012-01-01
586,Costa Rica,CRI,CRC,2050.0,509.54,9270.571,4687846.106,2012-01-01
587,Czech Republic,CZE,CZK,70.22,20.36535,21890.781,387377.439,2012-01-01
588,Germany,DEU,EUR,3.53,0.788239467,46697.376,33553.949,2012-01-01
589,Denmark,DNK,DKK,31.5,5.86135,61864.093,332130.472,2012-01-01
590,Egypt,EGY,EGP,15.5,6.037,3077.343,17909.048,2012-01-01
591,Spain,ESP,EUR,3.5,0.788239467,31676.69,22760.98,2012-01-01
592,Estonia,EST,EUR,2.04,0.788239467,17484.728,12563.482,2012-01-01
593,Euro area,EUZ,EUR,3.49245637,0.788239467,41323.2902669587,29692.4536866381,2012-01-01
594,Finland,FIN,EUR,3.75,0.788239467,51263.574,36834.946,2012-01-01
595,France,FRA,EUR,3.6,0.788239467,45419.973,32636.083,2012-01-01
596,Britain,GBR,GBP,2.49,0.651253663,42147.693,26297.085,2012-01-01
597,Greece,GRC,EUR,3.3,0.788239467,25437.01,18277.518,2012-01-01
598,Hong Kong,HKG,HKD,16.5,7.76735,34955.147,272090.864,2012-01-01
599,Hungary,HUN,HUF,645.0,245.69425,14214.126,2857821.15,2012-01-01
600,Indonesia,IDN,IDR,22534.0,9160.0,3688.531,32363747.863,2012-01-01
601,India,IND,INR,84.0,51.905,1449.604,69467.102,2012-01-01
602,Ireland,IRL,EUR,3.8,0.788239467,52122.087,37451.823,2012-01-01
603,Israel,ISR,ILS,15.9,3.8485,34366.858,122969.062,2012-01-01
604,Italy,ITA,EUR,3.5,0.788239467,38276.034,27502.875,2012-01-01
605,Japan,JPN,JPY,320.0,76.92,48760.915,3891463.327,2012-01-01
606,South Korea,KOR,KRW,3700.0,1158.75,25100.188,27813991.002,2012-01-01
607,Sri Lanka,LKA,LKR,290.0,113.93,3320.074,367240.604,2012-01-01
608,Mexico,MEX,MXN,37.0,13.6844,10232.411,127120.572,2012-01-01
609,Malaysia,MYS,MYR,7.35,3.13955,10413.693,31817.666,2012-01-01
610,Netherlands,NLD,EUR,3.25,0.788239467,54342.114,39047.001,2012-01-01
611,Norway,NOR,NOK,41.0,6.0399,101369.019,568133.545,2012-01-01
612,New Zealand,NZL,NZD,5.1,1.26000126,38059.162,48105.009,2012-01-01
613,Pakistan,PAK,PKR,260.0,90.05,1325.825,113454.304,2012-01-01
614,Peru,PER,PEN,10.0,2.6925,5736.12,15798.471,2012-01-01
615,Philippines,PHL,PHP,118.0,44.005,2473.249,107124.203,2012-01-01
616,Poland,POL,PLN,9.1,3.52045,13776.572,40817.915,2012-01-01
617,Portugal,PRT,EUR,2.9,0.788239467,23213.126,16679.567,2012-01-01
618,Russia,RUS,RUB,81.0,31.7693,14306.432,420213.063,2012-01-01
619,Saudi Arabia,SAU,SAR,10.0,3.7502,23845.026,89418.849,2012-01-01
620,Singapore,SGP,SGD,4.85,1.2928,53891.462,67783.381,2012-01-01
621,Sweden,SWE,SEK,41.0,6.9338,60540.218,393120.532,2012-01-01
622,Thailand,THA,THB,78.0,31.75,5493.743,167464.121,2012-01-01
623,Turkey,TUR,TRY,6.6,1.86295,11221.402,18801.558,2012-01-01
624,Taiwan,TWN,TWD,75.0,29.9795,20838.589,614090.637,2012-01-01
625,Ukraine,UKR,UAH,17.0,8.0405,3587.405,28600.586,2012-01-01
626,Uruguay,URY,UYU,90.0,19.45,15276.148,294885.66,2012-01-01
627,United States,USA,USD,3.81,1.0,50008.108,50008.108,2012-01-01
628,Venezuela,VEN,VEF,30.0,4.29465,10934.275,,2012-01-01
629,South Africa,ZAF,ZAR,19.95,8.1304,8799.477,63823.342,2012-01-01
630,UAE,ARE,AED,12.0,3.67295,41775.701,153421.263,2012-07-01
631,Argentina,ARG,ARS,19.0,4.56625,12787.806,52810.117,2012-07-01
632,Australia,AUS,AUD,4.56,0.974326497,67270.358,65171.04,2012-07-01
633,Austria,AUT,EUR,3.19,0.824844311,51452.276,36970.536,2012-07-01
634,Belgium,BEL,EUR,3.8,0.824844311,47564.381,34176.927,2012-07-01
635,Brazil,BRA,BRL,10.08,2.04215,13295.899,22259.883,2012-07-01
636,Canada,CAN,CAD,5.12,1.01945,52285.937,51724.29,2012-07-01
637,Switzerland,CHE,CHF,6.5,0.9906,90933.214,80752.516,2012-07-01
638,Chile,CHL,CLP,2050.0,493.05,14560.249,7042319.42,2012-07-01
639,China,CHN,CNY,15.65,6.3885,5553.242,35882.275,2012-07-01
640,Colombia,COL,COP,8600.0,1804.475,7518.304,13893951.476,2012-07-01
641,Czech Republic,CZE,CZK,70.33,21.048,21890.781,387377.439,2012-07-01
642,Germany,DEU,EUR,3.64,0.824844311,46697.376,33553.949,2012-07-01
643,Denmark,DNK,DKK,28.5,6.1356,61864.093,332130.472,2012-07-01
644,Egypt,EGY,EGP,16.0,6.0665,3077.343,17909.048,2012-07-01
645,Spain,ESP,EUR,3.5,0.824844311,31676.69,22760.98,2012-07-01
646,Estonia,EST,EUR,2.04,0.824844311,17484.728,12563.482,2012-07-01
647,Euro area,EUZ,EUR,3.583482241,0.824844311,41323.2902669587,29692.4536866381,2012-07-01
648,Finland,FIN,EUR,3.75,0.824844311,51263.574,36834.946,2012-07-01
649,France,FRA,EUR,3.6,0.824844311,45419.973,32636.083,2012-07-01
650,Britain,GBR,GBP,2.69,0.646266197,42147.693,26297.085,2012-07-01
651,Greece,GRC,EUR,2.683,0.824844311,25437.01,18277.518,2012-07-01
652,Hong Kong,HKG,HKD,16.5,7.75815,34955.147,272090.864,2012-07-01
653,Hungary,HUN,HUF,830.0,238.2151,14214.126,2857821.15,2012-07-01
654,Indonesia,IDN,IDR,24200.0,9482.5,3688.531,32363747.863,2012-07-01
655,India,IND,INR,89.0,56.165,1449.604,69467.102,2012-07-01
656,Ireland,IRL,EUR,3.49,0.824844311,52122.087,37451.823,2012-07-01
657,Israel,ISR,ILS,11.9,4.07625,34366.858,122969.062,2012-07-01
658,Italy,ITA,EUR,3.6,0.824844311,38276.034,27502.875,2012-07-01
659,Japan,JPN,JPY,320.0,78.22,48760.915,3891463.327,2012-07-01
660,South Korea,KOR,KRW,3700.0,1151.0,25100.188,27813991.002,2012-07-01
661,Sri Lanka,LKA,LKR,290.0,131.0,3320.074,367240.604,2012-07-01
662,Mexico,MEX,MXN,37.0,13.687,10232.411,127120.572,2012-07-01
663,Malaysia,MYS,MYR,7.4,3.1735,10413.693,31817.666,2012-07-01
664,Netherlands,NLD,EUR,3.38,0.824844311,54342.114,39047.001,2012-07-01
665,Norway,NOR,NOK,43.0,6.09205,101369.019,568133.545,2012-07-01
666,New Zealand,NZL,NZD,5.1,1.273560876,38059.162,48105.009,2012-07-01
667,Pakistan,PAK,PKR,285.0,94.605,1325.825,113454.304,2012-07-01
668,Philippines,PHL,PHP,118.0,42.2,2473.249,107124.203,2012-07-01
669,Poland,POL,PLN,9.1,3.46035,13776.572,40817.915,2012-07-01
670,Portugal,PRT,EUR,4.95,0.824844311,23213.126,16679.567,2012-07-01
671,Russia,RUS,RUB,75.0,32.76525,14306.432,420213.063,2012-07-01
672,Saudi Arabia,SAU,SAR,10.0,3.75025,23845.026,89418.849,2012-07-01
673,Singapore,SGP,SGD,4.4,1.2585,53891.462,67783.381,2012-07-01
674,Sweden,SWE,SEK,39.97301987,6.9777,60540.218,393120.532,2012-07-01
675,Thailand,THA,THB,82.0,31.7,5493.743,167464.121,2012-07-01
676,Turkey,TUR,TRY,8.25,1.8269,11221.402,18801.558,2012-07-01
